anchor_name,condition,layer,aggregation,rsa_score,num_concepts
lancaster_perceptual,T_prompt_primary,30,single_layer,0.15495816337221943,1519
lancaster_perceptual,T_prompt_primary,31,single_layer,0.1895671841659584,1519
lancaster_perceptual,T_prompt_primary,32,single_layer,0.1816415002099394,1519
lancaster_perceptual,T_prompt_primary,,mid_to_late_mean_embedding,0.11511797111759148,1519
lancaster_perceptual,M_text_only,0,single_layer,0.060878380859286416,1519
lancaster_perceptual,M_text_only,1,single_layer,0.03726627011609091,1519
lancaster_perceptual,M_text_only,2,single_layer,0.05155022345752784,1519
lancaster_perceptual,M_text_only,3,single_layer,0.049021039104684326,1519
lancaster_perceptual,M_text_only,4,single_layer,0.03565387841343188,1519
lancaster_perceptual,M_text_only,5,single_layer,0.03523815386524474,1519
lancaster_perceptual,M_text_only,6,single_layer,0.06839561091449667,1519
lancaster_perceptual,M_text_only,7,single_layer,0.07000689793068698,1519
lancaster_perceptual,M_text_only,8,single_layer,0.0663635084793256,1519
lancaster_perceptual,M_text_only,9,single_layer,0.037068747809657236,1519
lancaster_perceptual,M_text_only,10,single_layer,0.06868870804633861,1519
lancaster_perceptual,M_text_only,11,single_layer,0.13463167639734247,1519
lancaster_perceptual,M_text_only,12,single_layer,0.16419619219172907,1519
lancaster_perceptual,M_text_only,13,single_layer,0.18245195676512832,1519
lancaster_perceptual,M_text_only,14,single_layer,0.1734623908986982,1519
lancaster_perceptual,M_text_only,15,single_layer,0.171882999981759,1519
lancaster_perceptual,M_text_only,16,single_layer,0.14321101940554973,1519
lancaster_perceptual,M_text_only,17,single_layer,0.14392212013815314,1519
lancaster_perceptual,M_text_only,18,single_layer,0.14811331758309051,1519
lancaster_perceptual,M_text_only,19,single_layer,0.15124043971798873,1519
lancaster_perceptual,M_text_only,20,single_layer,0.12642136643475538,1519
lancaster_perceptual,M_text_only,21,single_layer,0.12181388981532483,1519
lancaster_perceptual,M_text_only,22,single_layer,0.11250560069117929,1519
lancaster_perceptual,M_text_only,23,single_layer,0.09418072495380796,1519
lancaster_perceptual,M_text_only,24,single_layer,0.10331551773585014,1519
